main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
scuola dell'infanzia di moena;;scuola dell'infanzia;paritaria/equiparata;;;sara de zolt;strada don giovanni jori, 10 38035;moena - moena;0462-573277;;moena.presidente@fpsm.tn.it;;moena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30047;institute
scuola dell'infanzia di moena;scuola dell'infanzia di moena;;paritaria/equiparata;;;sara de zolt;strada don giovanni jori, 10 38035;moena - moena;0462-573277;;moena.presidente@fpsm.tn.it;;moena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30047;school
scuola dell'infanzia di molina di ledro;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via sartori - molina di ledro, 24/c 38067;ledro;0464/876444;;molina.ledro.presidente@fpsm.tn.it;;molina.ledro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30049;institute
scuola dell'infanzia di molina di ledro;scuola dell'infanzia di molina di  ledro;;paritaria/equiparata;;;luisa fontanari;via sartori - molina di ledro, 24/c 38067;ledro;0464/876444;;molina.ledro.presidente@fpsm.tn.it;;molina.ledro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30049;school
scuola dell'infanzia di mollaro;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via della pausa - mollaro, 1 38012;predaia;0463-469224;;mollaro.contabile@fpsm.tn.it;;mollaro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30051;institute
scuola dell'infanzia di mollaro;scuola dell'infanzia di mollaro;;paritaria/equiparata;;;ute pancher;via della pausa - mollaro, 1 38012;predaia;0463-469224;;mollaro.contabile@fpsm.tn.it;;mollaro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30051;school
scuola dell'infanzia di molveno;;scuola dell'infanzia;paritaria/equiparata;;;elena ricci;piazza s carlo, 20 38018;molveno;0461-586969;;molveno.presidente@fpsm.tn.it;;molveno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30053;institute
scuola dell'infanzia di molveno;scuola dell'infanzia di molveno;;paritaria/equiparata;;;elena ricci;piazza s carlo, 20 38018;molveno;0461-586969;;molveno.presidente@fpsm.tn.it;;molveno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30053;school
scuola dell'infanzia di montesover;;scuola dell'infanzia;paritaria/equiparata;;;pamela tomaselli;via capitano santuari, 1 38048;sover;0461-698351;;sover.presidente@fpsm.tn.it;;sover.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30055;institute
scuola dell'infanzia di montesover;scuola dell'infanzia di montesover;;paritaria/equiparata;;;pamela tomaselli;via capitano santuari, 1 38048;sover;0461-698351;;sover.presidente@fpsm.tn.it;;sover.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30055;school
scuola dell'infanzia di mori;;scuola dell'infanzia;paritaria/equiparata;;;silvano medves;via scuole, 3 38065;mori;0464-918156;;mori.segretario@fpsm.tn.it;;mori.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30057;institute
scuola dell'infanzia di mori;scuola dell'infanzia di mori;;paritaria/equiparata;;;silvano medves;via scuole, 3 38065;mori;0464-918156;;mori.segretario@fpsm.tn.it;;mori.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30057;school
scuola dell'infanzia di nago;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;localita tezze - nago,   38069;nago-torbole;0464-506097;;nago.segretario@fpsm.tn.it;;nago.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30059;institute
scuola dell'infanzia di nago;scuola dell'infanzia di nago;;paritaria/equiparata;;;luisa fontanari;localita tezze - nago,   38069;nago-torbole;0464-506097;;nago.segretario@fpsm.tn.it;;nago.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30059;school
scuola dell'infanzia di nave san rocco;;scuola dell'infanzia;paritaria/equiparata;;;pamela tomaselli;via iv novembre, 34/a 38010;terre d'adige;0461-870656;;nave.presidente@fpsm.tn.it;;nave.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30061;institute
scuola dell'infanzia di nave san rocco;scuola dell'infanzia di nave san rocco;;paritaria/equiparata;;;pamela tomaselli;via iv novembre, 34/a 38010;terre d'adige;0461-870656;;nave.presidente@fpsm.tn.it;;nave.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30061;school
scuola dell'infanzia di nomi;;scuola dell'infanzia;paritaria/equiparata;;;roberta medeghini;via baroni del moll, 2 38060;nomi;0464-835294;;nomi.segretario@fpsm.tn.it;;nomi.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30063;institute
scuola dell'infanzia di nomi;scuola dell'infanzia di nomi;;paritaria/equiparata;;;roberta medeghini;via baroni del moll, 2 38060;nomi;0464-835294;;nomi.segretario@fpsm.tn.it;;nomi.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30063;school
scuola dell'infanzia di ospedaletto;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via  don tosi, 14 38050;ospedaletto;347 0362437;;ospedaletto.presidente@fpsm.tn.it;;ospedaletto.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30065;institute
scuola dell'infanzia di ospedaletto;scuola dell'infanzia di ospedaletto;;paritaria/equiparata;;;daniela dalcastagne';via  don tosi, 14 38050;ospedaletto;347 0362437;;ospedaletto.presidente@fpsm.tn.it;;ospedaletto.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30065;school
scuola dell'infanzia di padergnone;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via alle cime - padergnone, 14 38070;vallelaghi;0461-864358;;padergnone.presidente@fpsm.tn.it;;padergnone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30069;institute
scuola dell'infanzia di padergnone;scuola dell'infanzia di padergnone;;paritaria/equiparata;;;sandra ciappi;via alle cime - padergnone, 14 38070;vallelaghi;0461-864358;;padergnone.presidente@fpsm.tn.it;;padergnone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30069;school
scuola dell'infanzia di pedersano;;scuola dell'infanzia;paritaria/equiparata;;;roberta medeghini;via s antonio, 1 38060;villa lagarina;0464-412151;;pedersano.presidente@fpsm.tn.it;;pedersano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30073;institute
scuola dell'infanzia di pedersano;scuola dell'infanzia di pedersano;;paritaria/equiparata;;;roberta medeghini;via s antonio, 1 38060;villa lagarina;0464-412151;;pedersano.presidente@fpsm.tn.it;;pedersano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30073;school
"scuola dell'infanzia di pergine  ""g.b. chimelli""";;scuola dell'infanzia;paritaria/equiparata;;francesca parolari;;piazza garbari, 5 38057;pergine valsugana;0461-502351;;asifchimelli@pec.it;;;;;https://www.vivoscuola.it/content/view/full/30075;institute
"scuola dell'infanzia di pergine  ""g.b. chimelli""";"scuola dell'infanzia di pergine  ""g.b. chimelli""";;paritaria/equiparata;;francesca parolari;;piazza garbari, 5 38057;pergine valsugana;0461-502351;;asifchimelli@pec.it;;;;;https://www.vivoscuola.it/content/view/full/30075;school
scuola dell'infanzia di pietramurata;;scuola dell'infanzia;paritaria/equiparata;;;gianna angeli;piazza mercato, 11 38074;dro;0464-507142;;pietramurata.presidente@fpsm.tn.it;;pietramurata.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30077;institute
scuola dell'infanzia di pietramurata;scuola dell'infanzia di pietramurata;;paritaria/equiparata;;;gianna angeli;piazza mercato, 11 38074;dro;0464-507142;;pietramurata.presidente@fpsm.tn.it;;pietramurata.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30077;school
scuola dell'infanzia di pieve di bono;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via fiera - creto - pieve di bono, 9/b 38085;pieve di bono-prezzo;0465-674083;;pieve.bono.presidente@fpsm.tn.it;;pieve.bono.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30081;institute
scuola dell'infanzia di pieve di bono;scuola dell'infanzia di pieve di bono;;paritaria/equiparata;;;alessandra pomilio;via fiera - creto - pieve di bono, 9/b 38085;pieve di bono-prezzo;0465-674083;;pieve.bono.presidente@fpsm.tn.it;;pieve.bono.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30081;school
scuola dell'infanzia di pieve tesino;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via fratelli rizza', 14 38050;pieve tesino;0461-594733;;pieve.tesino.presidente@fpsm.tn.it;;pieve.tesino.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30079;institute
scuola dell'infanzia di pieve tesino;scuola dell'infanzia di pieve tesino;;paritaria/equiparata;;;daniela dalcastagne';via fratelli rizza', 14 38050;pieve tesino;0461-594733;;pieve.tesino.presidente@fpsm.tn.it;;pieve.tesino.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30079;school
scuola dell'infanzia di pilcante;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;piazza vittorio veneto - pilcante, 19 38061;ala;0464-672588;;pilcante.presidente@fpsm.tn.it;;pilcante.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30083;institute
scuola dell'infanzia di pilcante;scuola dell'infanzia di pilcante;;paritaria/equiparata;;;francesca vareschi;piazza vittorio veneto - pilcante, 19 38061;ala;0464-672588;;pilcante.presidente@fpsm.tn.it;;pilcante.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30083;school
scuola dell'infanzia di pinzolo;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via al sole, 43 38086;pinzolo;0465-501019;;pinzolo.presidente@fpsm.tn.it;;pinzolo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30085;institute
scuola dell'infanzia di pinzolo;scuola dell'infanzia di pinzolo;;paritaria/equiparata;;;alessandra pomilio;via al sole, 43 38086;pinzolo;0465-501019;;pinzolo.presidente@fpsm.tn.it;;pinzolo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30085;school
scuola dell'infanzia di ponte arche;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;via s giovanni bosco - ponte arche - bleggio inferiore, 7 38070;comano terme;0465-702422;;ponte.arche.presidente@fpsm.tn.it;;ponte.arche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30087;institute
scuola dell'infanzia di ponte arche;scuola dell'infanzia di ponte arche;;paritaria/equiparata;;;lorenzo santorum;via s giovanni bosco - ponte arche - bleggio inferiore, 7 38070;comano terme;0465-702422;;ponte.arche.presidente@fpsm.tn.it;;ponte.arche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30087;school
scuola dell'infanzia di povo;;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via pante', 1 38123;trento;0461-810049;;povo.presidente@fpsm.tn.it;;povo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30089;institute
scuola dell'infanzia di povo;scuola dell'infanzia di povo;;paritaria/equiparata;;;ivana leonardelli;via pante', 1 38123;trento;0461-810049;;povo.presidente@fpsm.tn.it;;povo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30089;school
scuola dell'infanzia di pozza di trambileno;;scuola dell'infanzia;paritaria/equiparata;;;roberta medeghini;frazione vanza, 50 38068;trambileno;0464-868074;;trambileno.presidente@fpsm.tn.it;;trambileno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30091;institute
scuola dell'infanzia di pozza di trambileno;scuola dell'infanzia di pozza di trambileno;;paritaria/equiparata;;;roberta medeghini;frazione vanza, 50 38068;trambileno;0464-868074;;trambileno.presidente@fpsm.tn.it;;trambileno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30091;school
scuola dell'infanzia di predazzo;;scuola dell'infanzia;paritaria/equiparata;;;sara de zolt;via gabrielli, 1 38037;predazzo;0462-501312;;predazzo.presidente@fpsm.tn.it;;predazzo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30093;institute
scuola dell'infanzia di predazzo;scuola dell'infanzia di predazzo;;paritaria/equiparata;;;sara de zolt;via gabrielli, 1 38037;predazzo;0462-501312;;predazzo.presidente@fpsm.tn.it;;predazzo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30093;school
scuola dell'infanzia di pressano;;scuola dell'infanzia;paritaria/equiparata;;;pamela tomaselli;via pilati, 16 38015;lavis;0461-240394;;pressano.presidente@fpsm.tn.it;;pressano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30095;institute
scuola dell'infanzia di pressano;scuola dell'infanzia di pressano;;paritaria/equiparata;;;pamela tomaselli;via pilati, 16 38015;lavis;0461-240394;;pressano.presidente@fpsm.tn.it;;pressano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30095;school
scuola dell'infanzia di quadra - cavrasto;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;frazione larido, 10 38071;bleggio superiore;0465-779575;;quadra.cavrasto.presidente@fpsm.tn.it;;quadra.cavrasto.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30097;institute
scuola dell'infanzia di quadra - cavrasto;scuola dell'infanzia di quadra - cavrasto;;paritaria/equiparata;;;lorenzo santorum;frazione larido, 10 38071;bleggio superiore;0465-779575;;quadra.cavrasto.presidente@fpsm.tn.it;;quadra.cavrasto.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30097;school
"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via al castel romano - ranzo - vezzano, 29 38070;vallelaghi;338 7970838;;ranzo.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30099;institute
"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";;paritaria/equiparata;;;;via al castel romano - ranzo - vezzano, 29 38070;vallelaghi;338 7970838;;ranzo.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30099;school
"scuola dell'infanzia di riva ""degasperi""";;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;largo caduti delle foibe, 2 38066;riva del garda;0464-553578;;riva.rione.presidente@fpsm.tn.it;;riva.rione.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30103;institute
"scuola dell'infanzia di riva ""degasperi""";"scuola dell'infanzia di riva  ""degasperi""";;paritaria/equiparata;;;luisa fontanari;largo caduti delle foibe, 2 38066;riva del garda;0464-553578;;riva.rione.presidente@fpsm.tn.it;;riva.rione.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30103;school
"scuola dell'infanzia di riva ""giardino di infanzia odv""";;scuola dell'infanzia;paritaria/equiparata;;;;viale roma, 32 38066;riva del garda;0464/552360;0464-560456;rivagiardinodinfanzia@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30101;institute
"scuola dell'infanzia di riva ""giardino di infanzia odv""";"scuola dell'infanzia di riva  ""giardino""";;paritaria/equiparata;;;;viale roma, 32 38066;riva del garda;0464/552360;0464-560456;rivagiardinodinfanzia@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30101;school
"scuola dell'infanzia di riva del garda  ""s. alessandro""";;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via s alessandro, 10 38066;riva del garda;0464-554051;;s.alessandro.presidente@fpsm.tn.it;;s.alessandro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30105;institute
"scuola dell'infanzia di riva del garda  ""s. alessandro""";"scuola dell'infanzia di riva del garda  ""s. alessandro""";;paritaria/equiparata;;;luisa fontanari;via s alessandro, 10 38066;riva del garda;0464-554051;;s.alessandro.presidente@fpsm.tn.it;;s.alessandro.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30105;school
scuola dell'infanzia di roncegno;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via baldessari, 15 38050;roncegno terme;0461-764199;;roncegno.presidente@fpsm.tn.it;;roncegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30107;institute
scuola dell'infanzia di roncegno;scuola dell'infanzia di roncegno;;paritaria/equiparata;;;paola sangiorgi;via baldessari, 15 38050;roncegno terme;0461-764199;;roncegno.presidente@fpsm.tn.it;;roncegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30107;school
scuola dell'infanzia di ronchi valsugana;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via marchi, 14 38050;ronchi valsugana;0461-773197;;ronchi.valsugana.presidente@fpsm.tn.it;;ronchi.valsugana.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30109;institute
scuola dell'infanzia di ronchi valsugana;scuola dell'infanzia di ronchi valsugana;;paritaria/equiparata;;;paola sangiorgi;via marchi, 14 38050;ronchi valsugana;0461-773197;;ronchi.valsugana.presidente@fpsm.tn.it;;ronchi.valsugana.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30109;school
scuola dell'infanzia di roncogno di pergine;;scuola dell'infanzia;paritaria/equiparata;;francesca parolari;;piazza di s anna, 3 38057;pergine valsugana;0461 502351;;asifchimelli@pec.it;;;;;https://www.vivoscuola.it/content/view/full/30111;institute
scuola dell'infanzia di roncogno di pergine;scuola dell'infanzia di roncogno di pergine;;paritaria/equiparata;;francesca parolari;;piazza di s anna, 3 38057;pergine valsugana;0461 502351;;asifchimelli@pec.it;;;;;https://www.vivoscuola.it/content/view/full/30111;school
"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via lucchi - roncone, 1 38087;sella giudicarie;0465/311525;0465-901285;roncone.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30113;institute
"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";;paritaria/equiparata;;;;via lucchi - roncone, 1 38087;sella giudicarie; 0465/311525 ;0465-901285;roncone.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30113;school
scuola dell'infanzia di ronzo-chienis;;scuola dell'infanzia;paritaria/equiparata;;;silvano medves;via del car, 40 38060;ronzo-chienis;0464-802944;;ronzo.chienis.presidente@fpsm.tn.it;;ronzo.chienis.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30115;institute
scuola dell'infanzia di ronzo-chienis;scuola dell'infanzia di ronzo-chienis;;paritaria/equiparata;;;silvano medves;via del car, 40 38060;ronzo-chienis;0464-802944;;ronzo.chienis.presidente@fpsm.tn.it;;ronzo.chienis.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30115;school
"scuola dell'infanzia di rovereto ""clementino vannetti odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via s maria, 58 38068;rovereto;0464 420061;;asilovannetti@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/149207;institute
"scuola dell'infanzia di rovereto ""clementino vannetti odv""";"scuola dell'infanzia di rovereto ""clementino vannetti odv""";;paritaria/equiparata;;;;via s maria, 58 38068;rovereto;0464 420061;;asilovannetti@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/149207;school
"scuola dell'infanzia di rovereto ""rosmini""";;scuola dell'infanzia;paritaria/equiparata;;;roberta medeghini;corso rosmini, 3 38068;rovereto;0464-421541;;rovereto.rosmini.presidente@fpsm.tn.it;;rovereto.rosmini.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30119;institute
"scuola dell'infanzia di rovereto ""rosmini""";"scuola dell'infanzia di rovereto ""rosmini""";;paritaria/equiparata;;;roberta medeghini;corso rosmini, 3 38068;rovereto;0464-421541;;rovereto.rosmini.presidente@fpsm.tn.it;;rovereto.rosmini.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30119;school
scuola dell'infanzia di s. croce bleggio;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;frazione santa croce di bleggio inferiore, 7 38070;comano terme;0465-779900;;s.croce.presidente@fpsm.tn.it;;s.croce.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30121;institute
scuola dell'infanzia di s. croce bleggio;scuola dell'infanzia di s. croce bleggio;;paritaria/equiparata;;;lorenzo santorum;frazione santa croce di bleggio inferiore, 7 38070;comano terme;0465-779900;;s.croce.presidente@fpsm.tn.it;;s.croce.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30121;school
scuola dell'infanzia di s. lorenzo in banale;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;strada del toat - san lorenzo, 4 38078;san lorenzo dorsino;0465-734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30123;institute
scuola dell'infanzia di s. lorenzo in banale;scuola dell'infanzia di s. lorenzo in banale;;paritaria/equiparata;;;lorenzo santorum;strada del toat - san lorenzo, 4 38078;san lorenzo dorsino;0465-734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30123;school
scuola dell'infanzia di s. margherita di ala;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;via gazzoletti - santa margherita, 35 38061;ala;0464-696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30125;institute
scuola dell'infanzia di s. margherita di ala;scuola dell'infanzia di s. margherita di ala;;paritaria/equiparata;;;francesca vareschi;via gazzoletti - santa margherita, 35 38061;ala;0464-696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30125;school
scuola dell'infanzia di sabbionara;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;piazza conciliazione, 3/b 38063;avio;0464-683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30127;institute
scuola dell'infanzia di sabbionara;scuola dell'infanzia di sabbionara;;paritaria/equiparata;;;francesca vareschi;piazza conciliazione, 3/b 38063;avio;0464-683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30127;school
scuola dell'infanzia di san martino di c.;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via laghetto - san martino di castrozza, 30 38054;primiero san martino di castrozza;0439-768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30129;institute
scuola dell'infanzia di san martino di c.;scuola dell'infanzia di san martino di c.;;paritaria/equiparata;;;daniela dalcastagne';via laghetto - san martino di castrozza, 30 38054;primiero san martino di castrozza;0439-768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30129;school
scuola dell'infanzia di sarche;;scuola dell'infanzia;paritaria/equiparata;;;gianna angeli;via caffaro - sarche - calavino, 6 38076;madruzzo;0461-564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30131;institute
scuola dell'infanzia di sarche;scuola dell'infanzia di sarche;;paritaria/equiparata;;;gianna angeli;via caffaro - sarche - calavino, 6 38076;madruzzo;0461-564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30131;school
scuola dell'infanzia di scurelle;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via visintainer, 15 38050;scurelle;0461-762268;;scurelle.presidente@fpsm.tn.it;;scurelle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30133;institute
scuola dell'infanzia di scurelle;scuola dell'infanzia di scurelle;;paritaria/equiparata;;;paola sangiorgi;via visintainer, 15 38050;scurelle;0461-762268;;scurelle.presidente@fpsm.tn.it;;scurelle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30133;school
scuola dell'infanzia di segno;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via sonora - segno - taio, 18 38012;predaia;0463-468064;;segno.presidente@fpsm.tn.it;;segno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30135;institute
scuola dell'infanzia di segno;scuola dell'infanzia di segno;;paritaria/equiparata;;;ute pancher;via sonora - segno - taio, 18 38012;predaia;0463-468064;;segno.presidente@fpsm.tn.it;;segno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30135;school
scuola dell'infanzia di segonzano;;scuola dell'infanzia;paritaria/equiparata;;;pamela tomaselli;frazione stedro, 80 38047;segonzano;327-3311981;;segonzano.presidente@fpsm.tn.it;;segonzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30137;institute
scuola dell'infanzia di segonzano;scuola dell'infanzia di segonzano;;paritaria/equiparata;;;pamela tomaselli;frazione stedro, 80 38047;segonzano;327-3311981;;segonzano.presidente@fpsm.tn.it;;segonzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30137;school
scuola dell'infanzia di serravalle;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;via ingenger tomasi - serravalle, 5 38061;ala;0464-696304;;serravalle.presidente@fpsm.tn.it;;serravalle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30139;institute
scuola dell'infanzia di serravalle;scuola dell'infanzia di serravalle;;paritaria/equiparata;;;francesca vareschi;via ingenger tomasi - serravalle, 5 38061;ala;0464-696304;;serravalle.presidente@fpsm.tn.it;;serravalle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30139;school
"scuola dell'infanzia di serso ""don ochner odv"" ";;scuola dell'infanzia;paritaria/equiparata;;;;via al casteler, 1 38057;pergine valsugana;0461 533843;;serso.asilo@gmail.com;;scuola.donochner@email.it;;;https://www.vivoscuola.it/content/view/full/141891;institute
"scuola dell'infanzia di serso ""don ochner odv"" ";"scuola dell'infanzia di serso ""don ochner odv""";;paritaria/equiparata;;;;via al casteler, 1 38057;pergine valsugana;0461 533843;;serso.asilo@gmail.com;;scuola.donochner@email.it;;;https://www.vivoscuola.it/content/view/full/141891;school
scuola dell'infanzia di smarano;;scuola dell'infanzia;paritaria/equiparata;;;ilaria mancini;via torre - smarano, 6 38012;predaia;0463-536702;;smarano.presidente@fpsm.tn.it;;smarano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30145;institute
scuola dell'infanzia di smarano;scuola dell'infanzia di smarano;;paritaria/equiparata;;;ilaria mancini;via torre - smarano, 6 38012;predaia;0463-536702;;smarano.presidente@fpsm.tn.it;;smarano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30145;school
scuola dell'infanzia di sopramonte;;scuola dell'infanzia;paritaria/equiparata;;;carmen fattori;via canelli - sopramonte, 5 38123;trento;0461-867021;;sopramonte.presidente@fpsm.tn.it;;sopramonte.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30147;institute
