school;address;municipality;telephone;institute email;miur code;vivoscuola institute link;wikipedia municipality link;vivoscuola school link
liceo delle scienze umane opzione economico sociale;via iv novembre, 35 38023;cles;0463424049;russell@pec.provincia.tn.it;tnpm006019;https://www.vivoscuola.it/content/view/full/29886;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29889
liceo linguistico;via iv novembre, 35 38023;cles;0463424049;russell@pec.provincia.tn.it;tnps006018;https://www.vivoscuola.it/content/view/full/29886;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29890
liceo scientifico;via iv novembre, 35 38023;cles;0463424049;russell@pec.provincia.tn.it;tnps006018;https://www.vivoscuola.it/content/view/full/29886;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29891
liceo scientifico opzione scienze applicate;via iv novembre, 35 38023;cles;0463424049;russell@pec.provincia.tn.it;tnps006018;https://www.vivoscuola.it/content/view/full/29886;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29892
liceo delle scienze umane;corso rosmini, 61 38068;rovereto;0464421223;filzi@pec.provincia.tn.it;tnpm02000e;https://www.vivoscuola.it/content/view/full/29893;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29894
liceo delle scienze umane opzione economico sociale;corso rosmini, 61 38068;rovereto;0464421223;filzi@pec.provincia.tn.it;tnpm02000e;https://www.vivoscuola.it/content/view/full/29893;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29895
liceo classico;via s trinita, 38 38122;trento;0461980190;prati@pec.provincia.tn.it;tnpc04000g;https://www.vivoscuola.it/content/view/full/29896;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29897
"liceo artistico ""depero""- rovereto";via delle fosse, 9 38068;rovereto;0464438836;info.depero@istitutodellearti.tn.it;tnsd020011;https://www.vivoscuola.it/content/view/full/29815;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29816
"liceo artistico ""vittoria"" - trento";via zambra, 3 38121;trento;0461824422;vittoria@pec.provincia.tn.it;tnsd02000x;https://www.vivoscuola.it/content/view/full/29815;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29817
liceo musicale coreutico;vicolo s maria maddalena, 16 38122;trento;0461260648;info.bonporti@istitutodellearti.tn.it;tnsd02000x;https://www.vivoscuola.it/content/view/full/29815;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29819
liceo linguistico;via mattioli, 8 38122;trento;0461914499;linguisticotrento@pec.provincia.tn.it;tnps11000q;https://www.vivoscuola.it/content/view/full/29898;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29899
liceo scientifico;viale bolognini, 88 38122;trento;0461913479;galilei@pec.provincia.tn.it;tnps01000v;https://www.vivoscuola.it/content/view/full/29900;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29901
liceo scientifico opzione scienze applicate;viale bolognini, 88 38122;trento;0461913479;galilei@pec.provincia.tn.it;tnps01000v;https://www.vivoscuola.it/content/view/full/29900;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29902
liceo scientifico;via madruzzo, 24 38122;trento;0461984099;davinci@pec.provincia.tn.it;tnps02000d;https://www.vivoscuola.it/content/view/full/29904;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29905
liceo scientifico opzione scienze applicate;via madruzzo, 24 38122;trento;0461984099;davinci@pec.provincia.tn.it;tnps02000d;https://www.vivoscuola.it/content/view/full/29904;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29906
capes - settore industria e artigianato;piazzale orsi, 1 38068;rovereto;0464433484;iscrizioni.veronesi@pec.it;tncf002001;https://www.vivoscuola.it/content/view/full/29417;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/170211
liceo scientifico opzione scienze applicate steam;piazzale orsi, 1 38068;rovereto;0464433484;iscrizioni.veronesi@pec.it;tnpsid500s;https://www.vivoscuola.it/content/view/full/29417;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29418
settore industria e artigianato;piazzale orsi, 1 38068;rovereto;0464433484;iscrizioni.veronesi@pec.it;tncf002001;https://www.vivoscuola.it/content/view/full/29417;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29419
settore industria e artigianato serale;piazzale orsi, 1 38068;rovereto;0464433484;iscrizioni.veronesi@pec.it;;https://www.vivoscuola.it/content/view/full/29417;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29420
scuola dell'infanzia di ala;via de ferrari, 1 38061;ala;0464671113;ala.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29925;https://it.wikipedia.org/wiki/Ala_(Italia);https://www.vivoscuola.it/content/view/full/29926
scuola dell'infanzia di albiano;via s antonio, 22 38041;albiano;0461689486;albiano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29927;https://it.wikipedia.org/wiki/Albiano_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29928
scuola dell'infanzia di aldeno;via xxv aprile, 5 38060;aldeno;0461842597;aldeno.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29929;https://it.wikipedia.org/wiki/Aldeno;https://www.vivoscuola.it/content/view/full/29930
scuola dell'infanzia di andalo;via paganella, 5 38010;andalo;0461585898;andalo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29931;https://it.wikipedia.org/wiki/Andalo;https://www.vivoscuola.it/content/view/full/29932
scuola dell'infanzia di arco;viale capitelli, 16 38062;arco;0464516369;arco.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29933;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29934
scuola dell'infanzia di avio;via dante, 5 38063;avio;0464684102;avio.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29935;https://it.wikipedia.org/wiki/Avio;https://www.vivoscuola.it/content/view/full/29936
scuola dell'infanzia di barco di levico;via di s taddeo, 8 38056;levico terme;0461707295;barco.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29937;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/29938
scuola dell'infanzia di bolognano;piazza vittoria, 1 38062;arco;0464516315;bolognano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29939;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/29940
scuola dell'infanzia di bondone;via giusti, 46 38080;bondone;0465898770;bondone.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29941;https://it.wikipedia.org/wiki/Bondone;https://www.vivoscuola.it/content/view/full/29942
scuola dell'infanzia di borgo sacco;via fedrigotti, 9 38068;rovereto;0464430541;borgo.sacco.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29943;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29944
scuola dell'infanzia di borgo valsugana;piazza romani, 8 38051;borgo valsugana;0461754771;borgo.valsugana.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29945;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29946
"scuola dell'infanzia di breguzzo - bondo  ""giuseppina bonazza odv""";via marconi - breguzzo, 5 38087;sella giudicarie;0465901550;breguzzo.bondo.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/29923;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29924
scuola dell'infanzia di brentonico;via mantova, 5 38060;brentonico;0464395628;brentonico.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29947;https://it.wikipedia.org/wiki/Brentonico;https://www.vivoscuola.it/content/view/full/29948
scuola dell'infanzia di calceranica;via cavour, 2 38050;calceranica al lago;0461723325;calceranica.contabile@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29949;https://it.wikipedia.org/wiki/Calceranica_al_Lago;https://www.vivoscuola.it/content/view/full/29950
scuola dell'infanzia di campitello di fassa;strèda sènc felip e giacum, 9 38031;campitello di fassa;0462750470;campitello.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29953;https://it.wikipedia.org/wiki/Campitello_di_Fassa;https://www.vivoscuola.it/content/view/full/29954
scuola dell'infanzia di campodenno;via s maurizio, 3 38010;campodenno;0461655166;campodenno.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29955;https://it.wikipedia.org/wiki/Campodenno;https://www.vivoscuola.it/content/view/full/29956
scuola dell'infanzia di carano;via giovanelli, 40 38033;ville di fiemme;0462341759;carano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29957;https://it.wikipedia.org/wiki/Ville_di_Fiemme;https://www.vivoscuola.it/content/view/full/29958
scuola dell'infanzia di carisolo;viale trento, 4 38080;carisolo;0465501433;carisolo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29959;https://it.wikipedia.org/wiki/Carisolo;https://www.vivoscuola.it/content/view/full/29960
scuola dell'infanzia di casez;via della pontara - casez, 10 38010;sanzeno;0463434219;casez.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29961;https://it.wikipedia.org/wiki/Sanzeno;https://www.vivoscuola.it/content/view/full/29962
scuola dell'infanzia di castellano;via caduti, 1 38060;villa lagarina;0464801242;castellano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29963;https://it.wikipedia.org/wiki/Villa_Lagarina;https://www.vivoscuola.it/content/view/full/29964
scuola dell'infanzia di castello di fiemme;via latemar, 2 38030;castello-molina di fiemme;0462341153;castello.fiemme.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29965;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme;https://www.vivoscuola.it/content/view/full/29966
scuola dell'infanzia di castelnuovo;piazza municipio, 2 38050;castelnuovo;0461753637;entesantamargherita@gmail.com;;https://www.vivoscuola.it/content/view/full/29967;https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29968
scuola dell'infanzia di cavalese;via regolani, 4 38033;cavalese;0462341673;cavalese.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/92005;https://it.wikipedia.org/wiki/Cavalese;https://www.vivoscuola.it/content/view/full/92006
scuola dell'infanzia di cavedine;via iv novembre, 19 38073;cavedine;0461568548;cavedine.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29971;https://it.wikipedia.org/wiki/Cavedine;https://www.vivoscuola.it/content/view/full/29972
scuola dell'infanzia di cembra;piazza zanotelli - cembra, 1 38034;cembra lisignago;0461680173;cembra.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29973;https://it.wikipedia.org/wiki/Cembra_Lisignago;https://www.vivoscuola.it/content/view/full/29974
scuola dell'infanzia di chizzola;via canestrini - chizzola, 1 38061;ala;0464696397;chizzola.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29975;https://it.wikipedia.org/wiki/Ala_(Italia);https://www.vivoscuola.it/content/view/full/29976
scuola dell'infanzia di cles;via mattioli, 13 38023;cles;0463625164;cles.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29977;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/29978
scuola dell'infanzia di cloz e brez;via di s stefano, 2/a 38028;novella;04631980632;cloz.brez.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29979;https://it.wikipedia.org/wiki/Novella_(Italia);https://www.vivoscuola.it/content/view/full/29980
scuola dell'infanzia di condino;via roma - condino, 37 38083;borgo chiese;0465621009;condino.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29981;https://it.wikipedia.org/wiki/Borgo_Chiese;https://www.vivoscuola.it/content/view/full/29982
scuola dell'infanzia di coredo;via delle antiche fontane - coredo, 20 38012;predaia;0463536416;coredo.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29983;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29984
scuola dell'infanzia di cristo re -trento;via bresadola, 6 38121;trento;0461823359;trento.cristore.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29985;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29986
scuola dell'infanzia di crosano;via s biagio, 30 38060;brentonico;0464395693;crosano.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29987;https://it.wikipedia.org/wiki/Brentonico;https://www.vivoscuola.it/content/view/full/29988
"scuola dell'infanzia di daone ""asilo infantile di daone odv""";via re di castello - daone, 57 38080;valdaone;0465674060;daone.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/29991;https://it.wikipedia.org/wiki/Valdaone;https://www.vivoscuola.it/content/view/full/29992
scuola dell'infanzia di denno;via ossanna, 3 38010;denno;0461655960;denno.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29993;https://it.wikipedia.org/wiki/Denno;https://www.vivoscuola.it/content/view/full/29994
scuola dell'infanzia di dimaro;via alla chiesa - dimaro, 26 38025;dimaro folgarida;0463974301;dimaro.contabile@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29995;https://it.wikipedia.org/wiki/Dimaro_Folgarida;https://www.vivoscuola.it/content/view/full/29996
scuola dell'infanzia di faver;via perlaia - faver, 17 38030;altavalle;3287310914;faver.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29997;https://it.wikipedia.org/wiki/Altavalle;https://www.vivoscuola.it/content/view/full/29998
scuola dell'infanzia di fiavè;piazza s sebastiano, 24 38075;fiavé;0465735129;fiave.contabile@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/29999;https://it.wikipedia.org/wiki/Fiav%C3%A9;https://www.vivoscuola.it/content/view/full/30000
scuola dell'infanzia di fiera di primiero;viale marconi - pieve, 1 38054;primiero san martino di castrozza;0439762196;fiera.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30001;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/30002
scuola dell'infanzia di fondo;piazza don stefenelli - fondo, 5 38020;borgo d'anaunia;0463831254;fondo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30003;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia;https://www.vivoscuola.it/content/view/full/30004
scuola dell'infanzia di fornace;via del borgolet, 16 38040;fornace;0461849351;fornace.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30005;https://it.wikipedia.org/wiki/Fornace_(Italia);https://www.vivoscuola.it/content/view/full/30006
scuola dell'infanzia di gardolo;via s anna, 9 38121;trento;0461990296;gardolo.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30007;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30008
scuola dell'infanzia di ghiaie di gardolo;via del loghét, 69 38121;trento;0461990050;ghiaie.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30009;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30010
scuola dell'infanzia di grigno;via nazario sauro, 25 38055;grigno;0461765333;grigno.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30011;https://it.wikipedia.org/wiki/Grigno;https://www.vivoscuola.it/content/view/full/30012
scuola dell'infanzia di ischia di pergine;piazza delle nogare, 2 38057;pergine valsugana;0461532285;ischia.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30013;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/30014
"scuola dell'infanzia di lavis  ""madre maddalena di canossa odv""";via dei colli, 4 38015;lavis;0461240366;lavis.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/30015;https://it.wikipedia.org/wiki/Lavis;https://www.vivoscuola.it/content/view/full/30016
"scuola dell'infanzia di lizzana ""asilo infantile di lizzana odv""";via brigata mantova, 1 38068;rovereto;0464433395;lizzana.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/61885;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/61886
"scuola dell'infanzia di lizzanella ""asilo infantile di lizzanella odv""";corso verona, 109 38068;rovereto;0464432307;lizzanella.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/30017;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/30018
scuola dell'infanzia di lodrone odv;salita alla bastia, 2 38089;storo;0465685253;lodrone.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/30019;https://it.wikipedia.org/wiki/Storo;https://www.vivoscuola.it/content/view/full/30020
scuola dell'infanzia di lona;via s rocco, 14 38040;lona-lases;0461697101;lona.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30021;https://it.wikipedia.org/wiki/Lona-Lases;https://www.vivoscuola.it/content/view/full/30022
scuola dell'infanzia di madonna di campiglio;via serafini - madonna di campiglio, 13 38070;tre ville;0465442779;madonna.campiglio.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30023;https://it.wikipedia.org/wiki/Tre_Ville;https://www.vivoscuola.it/content/view/full/30024
scuola dell'infanzia di madrano;via d oltrefersina, 54 38057;pergine valsugana;0461552109;madrano.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30025;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/30026
scuola dell'infanzia di malè;via don rauzi, 6 38027;malé;0463901925;male.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30027;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);https://www.vivoscuola.it/content/view/full/30028
"scuola dell'infanzia di marco-rovereto ""g. e a. rosmini-serbati odv""";via alla stazione, 2 38068;rovereto;0464665395;marco.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/30029;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/30030
scuola dell'infanzia di marter;piazza s margherita, 2 38050;roncegno terme;0461764505;marter.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30031;https://it.wikipedia.org/wiki/Roncegno_Terme;https://www.vivoscuola.it/content/view/full/30032
scuola dell'infanzia di martignano;via sabbionare, 3 38121;trento;0461820233;martignano.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30033;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30034
scuola dell'infanzia di masi di cavalese;via damiano chiesa, 79 38033;cavalese;0462340557;cavalese.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/92007;https://it.wikipedia.org/wiki/Cavalese;https://www.vivoscuola.it/content/view/full/92008
scuola dell'infanzia di massone;via maffei - san martino, 2 38062;arco;0464517719;massone.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30037;https://it.wikipedia.org/wiki/Arco_(Italia);https://www.vivoscuola.it/content/view/full/30038
scuola dell'infanzia di mechel;via don luigi borghesi, 35 38023;cles;0463421247;mechel.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30039;https://it.wikipedia.org/wiki/Cles;https://www.vivoscuola.it/content/view/full/30040
scuola dell'infanzia di mezzano;via iv novembre, 16 38050;mezzano;043967027;mezzano.contabile@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30041;https://it.wikipedia.org/wiki/Mezzano_(comune);https://www.vivoscuola.it/content/view/full/30042
scuola dell'infanzia di mezzocorona;via s giovanni bosco, 4 38016;mezzocorona;0461603933;mezzocorona.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30043;https://it.wikipedia.org/wiki/Mezzocorona;https://www.vivoscuola.it/content/view/full/30044
scuola dell'infanzia di mezzolombardo;corso del popolo, 34/b 38017;mezzolombardo;0461601324;mezzolombardo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30045;https://it.wikipedia.org/wiki/Mezzolombardo;https://www.vivoscuola.it/content/view/full/30046
scuola dell'infanzia di moena;strada don giovanni jori, 10 38035;moena;0462573277;moena.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30047;https://it.wikipedia.org/wiki/Moena;https://www.vivoscuola.it/content/view/full/30048
scuola dell'infanzia di molina di  ledro;via sartori - molina di ledro, 24/c 38067;ledro;0464876444;molina.ledro.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30049;https://it.wikipedia.org/wiki/Ledro;https://www.vivoscuola.it/content/view/full/30050
scuola dell'infanzia di mollaro;via della pausa - mollaro, 1 38012;predaia;0463469224;mollaro.contabile@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30051;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/30052
scuola dell'infanzia di molveno;piazza s carlo, 20 38018;molveno;0461586969;molveno.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30053;https://it.wikipedia.org/wiki/Molveno;https://www.vivoscuola.it/content/view/full/30054
scuola dell'infanzia di montesover;via capitano santuari, 1 38048;sover;0461698351;sover.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30055;https://it.wikipedia.org/wiki/Sover;https://www.vivoscuola.it/content/view/full/30056
scuola dell'infanzia di mori;via scuole, 3 38065;mori;0464918156;mori.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30057;https://it.wikipedia.org/wiki/Mori_(Italia);https://www.vivoscuola.it/content/view/full/30058
scuola dell'infanzia di nago;localita tezze - nago,   38069;nago-torbole;0464506097;nago.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30059;https://it.wikipedia.org/wiki/Nago-Torbole;https://www.vivoscuola.it/content/view/full/30060
scuola dell'infanzia di nave san rocco;via iv novembre, 34/a 38010;terre d'adige;0461870656;nave.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30061;https://it.wikipedia.org/wiki/Terre_d%27Adige;https://www.vivoscuola.it/content/view/full/30062
scuola dell'infanzia di nomi;via baroni del moll, 2 38060;nomi;0464835294;nomi.segretario@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30063;https://it.wikipedia.org/wiki/Nomi_(Italia);https://www.vivoscuola.it/content/view/full/30064
scuola dell'infanzia di ospedaletto;via  don tosi, 14 38050;ospedaletto;3470362437;ospedaletto.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30065;https://it.wikipedia.org/wiki/Ospedaletto;https://www.vivoscuola.it/content/view/full/30066
scuola dell'infanzia di padergnone;via alle cime - padergnone, 14 38070;vallelaghi;0461864358;padergnone.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30069;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/30070
scuola dell'infanzia di pedersano;via s antonio, 1 38060;villa lagarina;0464412151;pedersano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30073;https://it.wikipedia.org/wiki/Villa_Lagarina;https://www.vivoscuola.it/content/view/full/30074
"scuola dell'infanzia di pergine  ""g.b. chimelli""";piazza garbari, 5 38057;pergine valsugana;0461502351;asifchimelli@pec.it;;https://www.vivoscuola.it/content/view/full/30075;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/30076
scuola dell'infanzia di pietramurata;piazza mercato, 11 38074;dro;0464507142;pietramurata.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30077;https://it.wikipedia.org/wiki/Dro;https://www.vivoscuola.it/content/view/full/30078
scuola dell'infanzia di pieve di bono;via fiera - creto - pieve di bono, 9/b 38085;pieve di bono-prezzo;0465674083;pieve.bono.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30081;https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo;https://www.vivoscuola.it/content/view/full/30082
scuola dell'infanzia di pieve tesino;via fratelli rizza', 14 38050;pieve tesino;0461594733;pieve.tesino.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30079;https://it.wikipedia.org/wiki/Pieve_Tesino;https://www.vivoscuola.it/content/view/full/30080
scuola dell'infanzia di pilcante;piazza vittorio veneto - pilcante, 19 38061;ala;0464672588;pilcante.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30083;https://it.wikipedia.org/wiki/Ala_(Italia);https://www.vivoscuola.it/content/view/full/30084
scuola dell'infanzia di pinzolo;via al sole, 43 38086;pinzolo;0465501019;pinzolo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30085;https://it.wikipedia.org/wiki/Pinzolo;https://www.vivoscuola.it/content/view/full/30086
scuola dell'infanzia di ponte arche;via s giovanni bosco - ponte arche - bleggio inferiore, 7 38070;comano terme;0465702422;ponte.arche.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30087;https://it.wikipedia.org/wiki/Comano_Terme;https://www.vivoscuola.it/content/view/full/30088
scuola dell'infanzia di povo;via pante', 1 38123;trento;0461810049;povo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30089;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30090
scuola dell'infanzia di pozza di trambileno;frazione vanza, 50 38068;trambileno;0464868074;trambileno.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30091;https://it.wikipedia.org/wiki/Trambileno;https://www.vivoscuola.it/content/view/full/30092
scuola dell'infanzia di predazzo;via gabrielli, 1 38037;predazzo;0462501312;predazzo.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30093;https://it.wikipedia.org/wiki/Predazzo;https://www.vivoscuola.it/content/view/full/30094
scuola dell'infanzia di pressano;via pilati, 16 38015;lavis;0461240394;pressano.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30095;https://it.wikipedia.org/wiki/Lavis;https://www.vivoscuola.it/content/view/full/30096
scuola dell'infanzia di quadra - cavrasto;frazione larido, 10 38071;bleggio superiore;0465779575;quadra.cavrasto.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30097;https://it.wikipedia.org/wiki/Bleggio_Superiore;https://www.vivoscuola.it/content/view/full/30098
"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";via al castel romano - ranzo - vezzano, 29 38070;vallelaghi;3387970838;ranzo.materna@associazionecoesi.com;;https://www.vivoscuola.it/content/view/full/30099;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/30100
"scuola dell'infanzia di riva  ""degasperi""";largo caduti delle foibe, 2 38066;riva del garda;0464553578;riva.rione.presidente@fpsm.tn.it;;https://www.vivoscuola.it/content/view/full/30103;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/30104
"scuola dell'infanzia di riva  ""giardino""";viale roma, 32 38066;riva del garda;0464552360;rivagiardinodinfanzia@gmail.com;;https://www.vivoscuola.it/content/view/full/30101;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/30102
