id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
888;scuola dell'infanzia di s. croce bleggio;scuola dell'infanzia di s. croce bleggio;;paritaria/equiparata;;;lorenzo santorum;frazione santa croce di bleggio inferiore, 7 38070;comano terme;0465779900;;s.croce.presidente@fpsm.tn.it;;s.croce.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30121;school;https://it.wikipedia.org/wiki/Comano_Terme;https://www.vivoscuola.it/content/view/full/30122
889;scuola dell'infanzia di s. lorenzo in banale;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;strada del toat - san lorenzo, 4 38078;san lorenzo dorsino;0465734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30123;institute;https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino;
890;scuola dell'infanzia di s. lorenzo in banale;scuola dell'infanzia di s. lorenzo in banale;;paritaria/equiparata;;;lorenzo santorum;strada del toat - san lorenzo, 4 38078;san lorenzo dorsino;0465734005;;san.lorenzo.banale.segretario@fpsm.tn.it;;san.lorenzo.banale.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30123;school;https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino;https://www.vivoscuola.it/content/view/full/30124
891;scuola dell'infanzia di s. margherita di ala;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;via gazzoletti - santa margherita, 35 38061;ala;0464696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30125;institute;https://it.wikipedia.org/wiki/Ala_(Italia);
892;scuola dell'infanzia di s. margherita di ala;scuola dell'infanzia di s. margherita di ala;;paritaria/equiparata;;;francesca vareschi;via gazzoletti - santa margherita, 35 38061;ala;0464696494;;s.margherita.presidente@fpsm.tn.it;;s.margherita.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30125;school;https://it.wikipedia.org/wiki/Ala_(Italia);https://www.vivoscuola.it/content/view/full/30126
893;scuola dell'infanzia di sabbionara;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;piazza conciliazione, 3/b 38063;avio;0464683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30127;institute;https://it.wikipedia.org/wiki/Avio;
894;scuola dell'infanzia di sabbionara;scuola dell'infanzia di sabbionara;;paritaria/equiparata;;;francesca vareschi;piazza conciliazione, 3/b 38063;avio;0464683225;;sabbionara.presidente@fpsm.tn.it;;sabbionara.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30127;school;https://it.wikipedia.org/wiki/Avio;https://www.vivoscuola.it/content/view/full/30128
895;scuola dell'infanzia di san martino di c.;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via laghetto - san martino di castrozza, 30 38054;primiero san martino di castrozza;0439768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30129;institute;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;
896;scuola dell'infanzia di san martino di c.;scuola dell'infanzia di san martino di c.;;paritaria/equiparata;;;daniela dalcastagne';via laghetto - san martino di castrozza, 30 38054;primiero san martino di castrozza;0439768666;;s.martino.castrozza.presidente@fpsm.tn.it;;s.martino.castrozza.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30129;school;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/30130
897;scuola dell'infanzia di sarche;;scuola dell'infanzia;paritaria/equiparata;;;gianna angeli;via caffaro - sarche - calavino, 6 38076;madruzzo;0461564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30131;institute;https://it.wikipedia.org/wiki/Madruzzo_(Italia);
898;scuola dell'infanzia di sarche;scuola dell'infanzia di sarche;;paritaria/equiparata;;;gianna angeli;via caffaro - sarche - calavino, 6 38076;madruzzo;0461564028;;sarche.presidente@fpsm.tn.it;;sarche.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30131;school;https://it.wikipedia.org/wiki/Madruzzo_(Italia);https://www.vivoscuola.it/content/view/full/30132
899;scuola dell'infanzia di scurelle;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via visintainer, 15 38050;scurelle;0461762268;;scurelle.presidente@fpsm.tn.it;;scurelle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30133;institute;https://it.wikipedia.org/wiki/Scurelle;
900;scuola dell'infanzia di scurelle;scuola dell'infanzia di scurelle;;paritaria/equiparata;;;paola sangiorgi;via visintainer, 15 38050;scurelle;0461762268;;scurelle.presidente@fpsm.tn.it;;scurelle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30133;school;https://it.wikipedia.org/wiki/Scurelle;https://www.vivoscuola.it/content/view/full/30134
901;scuola dell'infanzia di segno;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via sonora - segno - taio, 18 38012;predaia;0463468064;;segno.presidente@fpsm.tn.it;;segno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30135;institute;https://it.wikipedia.org/wiki/Predaia;
902;scuola dell'infanzia di segno;scuola dell'infanzia di segno;;paritaria/equiparata;;;ute pancher;via sonora - segno - taio, 18 38012;predaia;0463468064;;segno.presidente@fpsm.tn.it;;segno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30135;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/30136
903;scuola dell'infanzia di segonzano;;scuola dell'infanzia;paritaria/equiparata;;;pamela tomaselli;frazione stedro, 80 38047;segonzano;3273311981;;segonzano.presidente@fpsm.tn.it;;segonzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30137;institute;https://it.wikipedia.org/wiki/Segonzano;
904;scuola dell'infanzia di segonzano;scuola dell'infanzia di segonzano;;paritaria/equiparata;;;pamela tomaselli;frazione stedro, 80 38047;segonzano;3273311981;;segonzano.presidente@fpsm.tn.it;;segonzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30137;school;https://it.wikipedia.org/wiki/Segonzano;https://www.vivoscuola.it/content/view/full/30138
905;scuola dell'infanzia di serravalle;;scuola dell'infanzia;paritaria/equiparata;;;francesca vareschi;via ingenger tomasi - serravalle, 5 38061;ala;0464696304;;serravalle.presidente@fpsm.tn.it;;serravalle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30139;institute;https://it.wikipedia.org/wiki/Ala_(Italia);
906;scuola dell'infanzia di serravalle;scuola dell'infanzia di serravalle;;paritaria/equiparata;;;francesca vareschi;via ingenger tomasi - serravalle, 5 38061;ala;0464696304;;serravalle.presidente@fpsm.tn.it;;serravalle.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30139;school;https://it.wikipedia.org/wiki/Ala_(Italia);https://www.vivoscuola.it/content/view/full/30140
907;"scuola dell'infanzia di serso ""don ochner odv"" ";;scuola dell'infanzia;paritaria/equiparata;;;;via al casteler, 1 38057;pergine valsugana;0461533843;;serso.asilo@gmail.com;;scuola.donochner@email.it;;;https://www.vivoscuola.it/content/view/full/141891;institute;https://it.wikipedia.org/wiki/Pergine_Valsugana;
908;"scuola dell'infanzia di serso ""don ochner odv"" ";"scuola dell'infanzia di serso ""don ochner odv""";;paritaria/equiparata;;;;via al casteler, 1 38057;pergine valsugana;0461533843;;serso.asilo@gmail.com;;scuola.donochner@email.it;;;https://www.vivoscuola.it/content/view/full/141891;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/141892
909;scuola dell'infanzia di smarano;;scuola dell'infanzia;paritaria/equiparata;;;ilaria mancini;via torre - smarano, 6 38012;predaia;0463536702;;smarano.presidente@fpsm.tn.it;;smarano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30145;institute;https://it.wikipedia.org/wiki/Predaia;
910;scuola dell'infanzia di smarano;scuola dell'infanzia di smarano;;paritaria/equiparata;;;ilaria mancini;via torre - smarano, 6 38012;predaia;0463536702;;smarano.presidente@fpsm.tn.it;;smarano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30145;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/30146
911;scuola dell'infanzia di sopramonte;;scuola dell'infanzia;paritaria/equiparata;;;carmen fattori;via canelli - sopramonte, 5 38123;trento;0461867021;;sopramonte.presidente@fpsm.tn.it;;sopramonte.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30147;institute;https://it.wikipedia.org/wiki/Trento;
912;scuola dell'infanzia di sopramonte;scuola dell'infanzia di sopramonte;;paritaria/equiparata;;;carmen fattori;via canelli - sopramonte, 5 38123;trento;0461867021;;sopramonte.presidente@fpsm.tn.it;;sopramonte.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30147;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30148
913;scuola dell'infanzia di spiazzo rendena;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via s vigilio, 5 38088;spiazzo;0465801326;;spiazzo.rendena.contabile@fpsm.tn.it;;spiazzo.rendena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30149;institute;https://it.wikipedia.org/wiki/Spiazzo;
914;scuola dell'infanzia di spiazzo rendena;scuola dell'infanzia di spiazzo rendena;;paritaria/equiparata;;;alessandra pomilio;via s vigilio, 5 38088;spiazzo;0465801326;;spiazzo.rendena.contabile@fpsm.tn.it;;spiazzo.rendena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30149;school;https://it.wikipedia.org/wiki/Spiazzo;https://www.vivoscuola.it/content/view/full/30150
915;scuola dell'infanzia di spormaggiore;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via dell asilo, 2 38010;spormaggiore;04611827171;;spormaggiore.contabile@fpsm.tn.it;;spormaggiore.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30151;institute;https://it.wikipedia.org/wiki/Spormaggiore;
916;scuola dell'infanzia di spormaggiore;scuola dell'infanzia di spormaggiore;;paritaria/equiparata;;;ute pancher;via dell asilo, 2 38010;spormaggiore;04611827171;;spormaggiore.contabile@fpsm.tn.it;;spormaggiore.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30151;school;https://it.wikipedia.org/wiki/Spormaggiore;https://www.vivoscuola.it/content/view/full/30152
917;scuola dell'infanzia di stenico;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;piazza dante, 15 38070;stenico;0465771019;;stenico.presidente@fpsm.tn.it;;stenico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30153;institute;https://it.wikipedia.org/wiki/Stenico;
918;scuola dell'infanzia di stenico;scuola dell'infanzia di stenico;;paritaria/equiparata;;;lorenzo santorum;piazza dante, 15 38070;stenico;0465771019;;stenico.presidente@fpsm.tn.it;;stenico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30153;school;https://it.wikipedia.org/wiki/Stenico;https://www.vivoscuola.it/content/view/full/30154
919;scuola dell'infanzia di storo;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via s floriano, 22 38089;storo;0465898494;;storo.presidente@fpsm.tn.it;;storo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30155;institute;https://it.wikipedia.org/wiki/Storo;
920;scuola dell'infanzia di storo;scuola dell'infanzia di storo;;paritaria/equiparata;;;alessandra pomilio;via s floriano, 22 38089;storo;0465898494;;storo.presidente@fpsm.tn.it;;storo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30155;school;https://it.wikipedia.org/wiki/Storo;https://www.vivoscuola.it/content/view/full/30156
921;scuola dell'infanzia di strigno;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';piazza iv novembre - strigno, 11 38059;castel ivano;0461762327;;strigno.presidente@fpsm.tn.it;;strigno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30157;institute;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);
922;scuola dell'infanzia di strigno;scuola dell'infanzia di strigno;;paritaria/equiparata;;;daniela dalcastagne';piazza iv novembre - strigno, 11 38059;castel ivano;0461762327;;strigno.presidente@fpsm.tn.it;;strigno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30157;school;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);https://www.vivoscuola.it/content/view/full/30158
923;scuola dell'infanzia di susà;;scuola dell'infanzia;paritaria/equiparata;;;mariangela simoncini;via dell asilo, 5 38057;pergine valsugana;0461538471;;susa.presidente@fpsm.tn.it;;susa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30159;institute;https://it.wikipedia.org/wiki/Pergine_Valsugana;
924;scuola dell'infanzia di susà;scuola dell'infanzia di susà;;paritaria/equiparata;;;mariangela simoncini;via dell asilo, 5 38057;pergine valsugana;0461538471;;susa.presidente@fpsm.tn.it;;susa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30159;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/30160
925;"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via edison - taio, 3 38012;predaia;0463468269;;taio.presidente@fpsm.tn.it;;taio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30161;institute;https://it.wikipedia.org/wiki/Predaia;
926;"scuola dell'infanzia di taio ""asilo infantile di taio odv""";"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;paritaria/equiparata;;;ute pancher;via edison - taio, 3 38012;predaia;0463468269;;taio.presidente@fpsm.tn.it;;taio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30161;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/30162
927;scuola dell'infanzia di telve;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via paradiso, 1 38050;telve;0461766315;;telve.presidente@fpsm.tn.it;;telve.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30163;institute;https://it.wikipedia.org/wiki/Telve;
928;scuola dell'infanzia di telve;scuola dell'infanzia di telve;;paritaria/equiparata;;;paola sangiorgi;via paradiso, 1 38050;telve;0461766315;;telve.presidente@fpsm.tn.it;;telve.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30163;school;https://it.wikipedia.org/wiki/Telve;https://www.vivoscuola.it/content/view/full/30164
929;scuola dell'infanzia di tenno;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via brocchetti, 53 38060;tenno;0464503034;;tenno.presidente@fpsm.tn.it;;tenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30165;institute;https://it.wikipedia.org/wiki/Tenno;
930;scuola dell'infanzia di tenno;scuola dell'infanzia di tenno;;paritaria/equiparata;;;luisa fontanari;via brocchetti, 53 38060;tenno;0464503034;;tenno.presidente@fpsm.tn.it;;tenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30165;school;https://it.wikipedia.org/wiki/Tenno;https://www.vivoscuola.it/content/view/full/30166
931;scuola dell'infanzia di tesero;;scuola dell'infanzia;paritaria/equiparata;;;tiziana ceol;via fia, 20 38038;tesero;0462813045;;tesero.presidente@fpsm.tn.it;;tesero.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30167;institute;https://it.wikipedia.org/wiki/Tesero;
932;scuola dell'infanzia di tesero;scuola dell'infanzia di tesero;;paritaria/equiparata;;;tiziana ceol;via fia, 20 38038;tesero;0462813045;;tesero.presidente@fpsm.tn.it;;tesero.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30167;school;https://it.wikipedia.org/wiki/Tesero;https://www.vivoscuola.it/content/view/full/30168
933;scuola dell'infanzia di tezze valsugana;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via marconi, 8/a 38055;grigno;0461769192;;tezze.presidente@fpsm.tn.it;;tezze.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30169;institute;https://it.wikipedia.org/wiki/Grigno;
934;scuola dell'infanzia di tezze valsugana;scuola dell'infanzia di tezze valsugana;;paritaria/equiparata;;;daniela dalcastagne';via marconi, 8/a 38055;grigno;0461769192;;tezze.presidente@fpsm.tn.it;;tezze.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30169;school;https://it.wikipedia.org/wiki/Grigno;https://www.vivoscuola.it/content/view/full/30170
935;"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";;scuola dell'infanzia;paritaria/equiparata;;;;piazza battisti, 4 38079;tione di trento;0461321314;0461/329714;tione.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/61887;institute;https://it.wikipedia.org/wiki/Tione_di_Trento;
936;"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";"scuola dell'infanzia di tione di trento ""don giovanni failoni""";;paritaria/equiparata;;;;piazza battisti, 4 38079;tione di trento;0465321314;0461/329714;tione.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/61887;school;https://it.wikipedia.org/wiki/Tione_di_Trento;https://www.vivoscuola.it/content/view/full/61888
937;scuola dell'infanzia di tonadico;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via fuganti - tonadico, 8 38054;primiero san martino di castrozza;0439762062;;tonadico.segretario@fpsm.tn.it;;tonadico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30171;institute;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;
938;scuola dell'infanzia di tonadico;scuola dell'infanzia di tonadico;;paritaria/equiparata;;;daniela dalcastagne';via fuganti - tonadico, 8 38054;primiero san martino di castrozza;0439762062;;tonadico.segretario@fpsm.tn.it;;tonadico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30171;school;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/30172
939;scuola dell'infanzia di torbole;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via don davide gioppi, 72 38069;nago-torbole;0464505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30173;institute;https://it.wikipedia.org/wiki/Nago-Torbole;
940;scuola dell'infanzia di torbole;scuola dell'infanzia di torbole;;paritaria/equiparata;;;luisa fontanari;via don davide gioppi, 72 38069;nago-torbole;0464505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30173;school;https://it.wikipedia.org/wiki/Nago-Torbole;https://www.vivoscuola.it/content/view/full/30174
941;scuola dell'infanzia di torcegno odv;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via della fontana, 15 38050;torcegno;0461760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30175;institute;https://it.wikipedia.org/wiki/Torcegno;
942;scuola dell'infanzia di torcegno odv;scuola dell'infanzia di torcegno odv;;paritaria/equiparata;;;paola sangiorgi;via della fontana, 15 38050;torcegno;0461760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30175;school;https://it.wikipedia.org/wiki/Torcegno;https://www.vivoscuola.it/content/view/full/30176
943;scuola dell'infanzia di transacqua;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';piazza municipio - transacqua, 11 38054;primiero san martino di castrozza;043962313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30177;institute;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;
944;scuola dell'infanzia di transacqua;scuola dell'infanzia di transacqua;;paritaria/equiparata;;;daniela dalcastagne';piazza municipio - transacqua, 11 38054;primiero san martino di castrozza;043962313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30177;school;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;https://www.vivoscuola.it/content/view/full/30178
945;"scuola dell'infanzia di trento  ""pedrotti""";;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via asilo pedrotti, 2 38122;trento;0461914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30181;institute;https://it.wikipedia.org/wiki/Trento;
946;"scuola dell'infanzia di trento  ""pedrotti""";"scuola dell'infanzia di trento  ""pedrotti""";;paritaria/equiparata;;;sandra ciappi;via asilo pedrotti, 2 38122;trento;0461914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30181;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30182
947;scuola dell'infanzia di trento  canossiane;;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via dei paradisi, 4 38122;trento;0461231775;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30185;institute;https://it.wikipedia.org/wiki/Trento;
948;scuola dell'infanzia di trento  canossiane;scuola dell'infanzia di trento  canossiane;;paritaria/equiparata;;;ivana leonardelli;via dei paradisi, 4 38122;trento;0461231775;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30185;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30186
949;scuola dell'infanzia di trento  s. bartolomeo;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;viale dei tigli, 9/1 38123;trento;0461924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30187;institute;https://it.wikipedia.org/wiki/Trento;
950;scuola dell'infanzia di trento  s. bartolomeo;scuola dell'infanzia di trento  s. bartolomeo;;paritaria/equiparata;;;sandra ciappi;viale dei tigli, 9/1 38123;trento;0461924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30187;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30188
951;"scuola dell'infanzia di trento ""antonio tambosi odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via francesco ferruccio, 4 38122;trento;0461237392;0461-237392;scuolamaterna.tambosi@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30179;institute;https://it.wikipedia.org/wiki/Trento;
952;"scuola dell'infanzia di trento ""antonio tambosi odv""";"scuola dell'infanzia di trento ""antonio tambosi odv""";;paritaria/equiparata;;;;via francesco ferruccio, 4 38122;trento;0461237392;0461-237392;scuolamaterna.tambosi@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30179;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30180
953;"scuola dell'infanzia di trento ""g. b. zanella odv""";;scuola dell'infanzia;paritaria/equiparata;;;alessandra bianchi;via gar, 1 38122;trento;0461233744;0461-233744;segreteria@gbzanella.it;;;;;https://www.vivoscuola.it/content/view/full/30189;institute;https://it.wikipedia.org/wiki/Trento;
954;"scuola dell'infanzia di trento ""g. b. zanella odv""";"scuola dell'infanzia di trento ""g. b. zanella odv""";;paritaria/equiparata;;;alessandra bianchi;via gar, 1 38122;trento;0461233744;0461-233744;segreteria@gbzanella.it;;;;;https://www.vivoscuola.it/content/view/full/30189;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30190
955;"scuola dell'infanzia di trento ""s. antonio odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via adamello, 2 38122;trento;0461911027;0461/394133;s.antonio.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30191;institute;https://it.wikipedia.org/wiki/Trento;
956;"scuola dell'infanzia di trento ""s. antonio odv""";"scuola dell'infanzia di trento ""s. antonio odv""";;paritaria/equiparata;;;;via adamello, 2 38122;trento;0461911027;0461/394133;s.antonio.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30191;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30192
957;"scuola dell'infanzia di trento ""sacro cuore odv""";;scuola dell'infanzia;paritaria/equiparata;;;sara tonazzoli;piazza s teresa verzeri, 4 38122;trento;0461981465;;materna@istitutosacrocuore.it;;;;;https://www.vivoscuola.it/content/view/full/92009;institute;https://it.wikipedia.org/wiki/Trento;
958;"scuola dell'infanzia di trento ""sacro cuore odv""";"scuola dell'infanzia di trento ""sacro cuore odv""";;paritaria/equiparata;;;sara tonazzoli;piazza s teresa verzeri, 4 38122;trento;0461981465;;materna@istitutosacrocuore.it;;;;;https://www.vivoscuola.it/content/view/full/92009;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/92010
959;"scuola dell'infanzia di trento cognola  ""b. kofler""";;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via kofler, 10 38121;trento;0461235069;0461 983903;cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30193;institute;https://it.wikipedia.org/wiki/Trento;
960;"scuola dell'infanzia di trento cognola  ""b. kofler""";"scuola dell'infanzia di trento cognola ""b. kofler""";;paritaria/equiparata;;;ivana leonardelli;via kofler, 10 38121;trento;0461235069;0461 983903;cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30193;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30194
961;scuola dell'infanzia di trento la clarina;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via einaudi, 66 38123;trento;0461923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30195;institute;https://it.wikipedia.org/wiki/Trento;
962;scuola dell'infanzia di trento la clarina;scuola dell'infanzia di trento la clarina;;paritaria/equiparata;;;sandra ciappi;via einaudi, 66 38123;trento;0461923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30195;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30196
963;"scuola dell'infanzia di trento san donà ""b. kofler""";;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via per cognola, 43 38122;trento;0461260977;0461 983903;cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30197;institute;https://it.wikipedia.org/wiki/Trento;
